BacV5_Otu_	Size	Taxonomy	k	p	c	o	f	g	s
BacV5_Otu_000912	187	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Methylophilales(100);f__Methylophilaceae(100);f__Methylophilaceae_unclassified(61);f__Methylophilaceae_unclassified(61);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Methylophilales	f__Methylophilaceae	f__Methylophilaceae_unclassified	f__Methylophilaceae_unclassified
BacV5_Otu_000913	187	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(92);f__Rhodospirillaceae(91);f__Rhodospirillaceae_unclassified(91);f__Rhodospirillaceae_unclassified(91);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	f__Rhodospirillaceae_unclassified	f__Rhodospirillaceae_unclassified
BacV5_Otu_000914	187	k__Bacteria(100);p__Firmicutes(100);c__Clostridia(100);o__Clostridiales(100);f__Clostridiaceae(100);g__Caloramator(100);g__Caloramator_unclassified(100);	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Caloramator	g__Caloramator_unclassified
BacV5_Otu_000915	187	k__Bacteria(100);p__Bacteroidetes(100);c__Bacteroidia(84);o__Bacteroidales(84);o__Bacteroidales_unclassified(84);o__Bacteroidales_unclassified(84);o__Bacteroidales_unclassified(84);	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	o__Bacteroidales_unclassified	o__Bacteroidales_unclassified	o__Bacteroidales_unclassified
BacV5_Otu_000916	186	k__Bacteria(100);p__Chloroflexi(100);c__C0119(100);c__C0119_unclassified(100);c__C0119_unclassified(100);c__C0119_unclassified(100);c__C0119_unclassified(100);	k__Bacteria	p__Chloroflexi	c__C0119	c__C0119_unclassified	c__C0119_unclassified	c__C0119_unclassified	c__C0119_unclassified
BacV5_Otu_000917	186	k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(98);g__Paenibacillus(98);g__Paenibacillus_unclassified(98);	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_000918	185	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);g__Massilia(71);g__Massilia_unclassified(70);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	g__Massilia_unclassified
BacV5_Otu_000919	185	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nakamurellaceae(100);f__Nakamurellaceae_unclassified(96);f__Nakamurellaceae_unclassified(96);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	f__Nakamurellaceae_unclassified	f__Nakamurellaceae_unclassified
BacV5_Otu_000920	185	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(100);f__Rhodospirillaceae(100);g__Dongia(97);s__mobilis(97);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Dongia	s__mobilis
BacV5_Otu_000921	184	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Pseudonocardiaceae(97);g__Amycolatopsis(97);g__Amycolatopsis_unclassified(97);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Pseudonocardiaceae	g__Amycolatopsis	g__Amycolatopsis_unclassified
BacV5_Otu_000922	184	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__IS-44(97);o__IS-44_unclassified(97);o__IS-44_unclassified(97);o__IS-44_unclassified(97);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__IS-44	o__IS-44_unclassified	o__IS-44_unclassified	o__IS-44_unclassified
BacV5_Otu_000924	183	k__Bacteria(100);p__Bacteroidetes(100);c__Cytophagia(100);o__Cytophagales(100);f__Cytophagaceae(100);g__Spirosoma(100);g__Spirosoma_unclassified(100);	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Spirosoma	g__Spirosoma_unclassified
BacV5_Otu_000925	183	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Mycobacteriaceae(100);g__Mycobacterium(100);g__Mycobacterium_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Mycobacteriaceae	g__Mycobacterium	g__Mycobacterium_unclassified
BacV5_Otu_000927	183	k__Bacteria(100);p__Acidobacteria(100);c__DA052(100);o__Ellin6513(100);o__Ellin6513_unclassified(100);o__Ellin6513_unclassified(100);o__Ellin6513_unclassified(100);	k__Bacteria	p__Acidobacteria	c__DA052	o__Ellin6513	o__Ellin6513_unclassified	o__Ellin6513_unclassified	o__Ellin6513_unclassified
BacV5_Otu_000928	182	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Phyllobacteriaceae(100);g__Mesorhizobium(92);g__Mesorhizobium_unclassified(92);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Mesorhizobium	g__Mesorhizobium_unclassified
BacV5_Otu_000929	182	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Hyphomicrobiaceae(100);f__Hyphomicrobiaceae_unclassified(98);f__Hyphomicrobiaceae_unclassified(98);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	f__Hyphomicrobiaceae_unclassified	f__Hyphomicrobiaceae_unclassified
BacV5_Otu_000930	182	k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Pseudomonadales(100);f__Pseudomonadaceae(100);g__Pseudomonas(100);s__citronellolis(80);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__citronellolis
BacV5_Otu_000931	182	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Pseudonocardiaceae(100);g__Actinomycetospora(100);g__Actinomycetospora_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Pseudonocardiaceae	g__Actinomycetospora	g__Actinomycetospora_unclassified
BacV5_Otu_000932	181	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);f__Comamonadaceae_unclassified(92);f__Comamonadaceae_unclassified(92);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_000933	181	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Kaistobacter(100);g__Kaistobacter_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Kaistobacter	g__Kaistobacter_unclassified
BacV5_Otu_000934	181	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);o__Myxococcales_unclassified(100);o__Myxococcales_unclassified(100);o__Myxococcales_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	o__Myxococcales_unclassified	o__Myxococcales_unclassified	o__Myxococcales_unclassified
BacV5_Otu_000935	181	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(98);f__Oxalobacteraceae_unclassified(98);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_000936	181	k__Bacteria(100);p__Proteobacteria(51);c__Alphaproteobacteria(51);c__Alphaproteobacteria_unclassified(51);c__Alphaproteobacteria_unclassified(51);c__Alphaproteobacteria_unclassified(51);c__Alphaproteobacteria_unclassified(51);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified
BacV5_Otu_000937	180	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhodospirillales(92);o__Rhodospirillales_unclassified(92);o__Rhodospirillales_unclassified(92);o__Rhodospirillales_unclassified(92);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	o__Rhodospirillales_unclassified	o__Rhodospirillales_unclassified	o__Rhodospirillales_unclassified
BacV5_Otu_000938	180	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Rhizobiaceae(98);f__Rhizobiaceae_unclassified(64);f__Rhizobiaceae_unclassified(64);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	f__Rhizobiaceae_unclassified	f__Rhizobiaceae_unclassified
BacV5_Otu_000939	179	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Bradyrhizobiaceae(79);f__Bradyrhizobiaceae_unclassified(79);f__Bradyrhizobiaceae_unclassified(79);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	f__Bradyrhizobiaceae_unclassified	f__Bradyrhizobiaceae_unclassified
BacV5_Otu_000940	179	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(99);g__Novosphingobium(97);g__Novosphingobium_unclassified(97);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	g__Novosphingobium_unclassified
BacV5_Otu_000941	178	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Micrococcaceae(100);g__Rothia(100);s__mucilaginosa(59);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Rothia	s__mucilaginosa
BacV5_Otu_000942	178	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(99);f__Sphingomonadaceae(99);g__Sphingomonas(99);s__asaccharolytica(90);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_000943	178	k__Bacteria(100);p__Proteobacteria(71);c__Alphaproteobacteria(70);o__Rhizobiales(65);o__Rhizobiales_unclassified(65);o__Rhizobiales_unclassified(65);o__Rhizobiales_unclassified(65);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified	o__Rhizobiales_unclassified
BacV5_Otu_000944	178	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Nocardioides(100);g__Nocardioides_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Nocardioides	g__Nocardioides_unclassified
BacV5_Otu_000945	178	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(98);f__Oxalobacteraceae_unclassified(98);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_000946	177	k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Xanthomonadales(100);f__Xanthomonadaceae(100);g__Dokdonella(98);g__Dokdonella_unclassified(98);	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Dokdonella	g__Dokdonella_unclassified
BacV5_Otu_000947	177	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardiaceae(100);g__Rhodococcus(98);g__Rhodococcus_unclassified(98);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardiaceae	g__Rhodococcus	g__Rhodococcus_unclassified
BacV5_Otu_000948	177	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);f__Comamonadaceae_unclassified(100);f__Comamonadaceae_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_000949	176	k__Bacteria(100);k__Bacteria_unclassified(82);k__Bacteria_unclassified(82);k__Bacteria_unclassified(82);k__Bacteria_unclassified(82);k__Bacteria_unclassified(82);k__Bacteria_unclassified(82);	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_000950	176	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);c__Alphaproteobacteria_unclassified(100);c__Alphaproteobacteria_unclassified(100);c__Alphaproteobacteria_unclassified(100);c__Alphaproteobacteria_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified	c__Alphaproteobacteria_unclassified
BacV5_Otu_000951	176	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(97);o__Myxococcales_unclassified(97);o__Myxococcales_unclassified(97);o__Myxococcales_unclassified(97);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	o__Myxococcales_unclassified	o__Myxococcales_unclassified	o__Myxococcales_unclassified
BacV5_Otu_000953	175	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Hyphomicrobiaceae(100);g__Pedomicrobium(100);g__Pedomicrobium_unclassified(73);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Pedomicrobium	g__Pedomicrobium_unclassified
BacV5_Otu_000954	175	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Intrasporangiaceae(99);f__Intrasporangiaceae_unclassified(95);f__Intrasporangiaceae_unclassified(95);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Intrasporangiaceae	f__Intrasporangiaceae_unclassified	f__Intrasporangiaceae_unclassified
BacV5_Otu_000955	175	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Pseudonocardiaceae(100);g__Pseudonocardia(100);g__Pseudonocardia_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Pseudonocardiaceae	g__Pseudonocardia	g__Pseudonocardia_unclassified
BacV5_Otu_000956	174	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Actinosynnemataceae(100);g__Lentzea(57);s__albidocapillata(54);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinosynnemataceae	g__Lentzea	s__albidocapillata
BacV5_Otu_000957	174	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_000958	174	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);g__Ramlibacter(90);g__Ramlibacter_unclassified(90);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	g__Ramlibacter_unclassified
BacV5_Otu_000959	174	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nakamurellaceae(100);f__Nakamurellaceae_unclassified(100);f__Nakamurellaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nakamurellaceae	f__Nakamurellaceae_unclassified	f__Nakamurellaceae_unclassified
BacV5_Otu_000960	173	k__Bacteria(100);p__Actinobacteria(100);p__Actinobacteria_unclassified(92);p__Actinobacteria_unclassified(92);p__Actinobacteria_unclassified(92);p__Actinobacteria_unclassified(92);p__Actinobacteria_unclassified(92);	k__Bacteria	p__Actinobacteria	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified
BacV5_Otu_000961	173	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);f__Polyangiaceae(100);f__Polyangiaceae_unclassified(96);f__Polyangiaceae_unclassified(96);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	f__Polyangiaceae_unclassified	f__Polyangiaceae_unclassified
BacV5_Otu_000962	173	k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Geodermatophilaceae(100);g__Geodermatophilus(88);s__obscurus(88);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Geodermatophilaceae	g__Geodermatophilus	s__obscurus
BacV5_Otu_000963	173	k__Bacteria(100);p__Chloroflexi(100);c__C0119(100);c__C0119_unclassified(100);c__C0119_unclassified(100);c__C0119_unclassified(100);c__C0119_unclassified(100);	k__Bacteria	p__Chloroflexi	c__C0119	c__C0119_unclassified	c__C0119_unclassified	c__C0119_unclassified	c__C0119_unclassified
BacV5_Otu_000964	173	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Methylobacteriaceae(100);g__Methylobacterium(100);s__organophilum(98);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylobacteriaceae	g__Methylobacterium	s__organophilum
BacV5_Otu_000965	173	k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);f__Comamonadaceae_unclassified(94);f__Comamonadaceae_unclassified(94);	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_000966	173	k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__Flavobacteriaceae(100);g__Flavobacterium(100);g__Flavobacterium_unclassified(99);	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	g__Flavobacterium_unclassified
BacV5_Otu_000967	173	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_000968	173	k__Bacteria(100);p__Acidobacteria(100);c__Solibacteres(98);o__Solibacterales(98);o__Solibacterales_unclassified(98);o__Solibacterales_unclassified(98);o__Solibacterales_unclassified(98);	k__Bacteria	p__Acidobacteria	c__Solibacteres	o__Solibacterales	o__Solibacterales_unclassified	o__Solibacterales_unclassified	o__Solibacterales_unclassified
BacV5_Otu_000969	172	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(94);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_000970	172	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(98);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_000971	172	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_000972	172	k__Bacteria(100);p__Acidobacteria(100);c__Acidobacteriia(100);o__Acidobacteriales(100);f__Koribacteraceae(99);f__Koribacteraceae_unclassified(99);f__Koribacteraceae_unclassified(99);	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	f__Koribacteraceae_unclassified	f__Koribacteraceae_unclassified
BacV5_Otu_000973	172	k__Bacteria(100);p__Verrucomicrobia(100);c__[Pedosphaerae](100);o__[Pedosphaerales](100);f__Ellin517(100);f__Ellin517_unclassified(100);f__Ellin517_unclassified(100);	k__Bacteria	p__Verrucomicrobia	c__[Pedosphaerae]	o__[Pedosphaerales]	f__Ellin517	f__Ellin517_unclassified	f__Ellin517_unclassified
BacV5_Otu_000975	171	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);f__Nannocystaceae(100);g__Nannocystis(100);g__Nannocystis_unclassified(55);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Nannocystaceae	g__Nannocystis	g__Nannocystis_unclassified
BacV5_Otu_000976	171	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Aurantimonadaceae(100);f__Aurantimonadaceae_unclassified(68);f__Aurantimonadaceae_unclassified(68);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aurantimonadaceae	f__Aurantimonadaceae_unclassified	f__Aurantimonadaceae_unclassified
BacV5_Otu_000978	170	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);g__Asticcacaulis(100);s__biprosthecium(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Asticcacaulis	s__biprosthecium
BacV5_Otu_000979	170	k__Bacteria(100);p__Chloroflexi(100);c__Chloroflexi(100);o__[Roseiflexales](100);f__[Kouleothrixaceae](100);f__[Kouleothrixaceae]_unclassified(100);f__[Kouleothrixaceae]_unclassified(100);	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__[Roseiflexales]	f__[Kouleothrixaceae]	f__[Kouleothrixaceae]_unclassified	f__[Kouleothrixaceae]_unclassified
BacV5_Otu_000980	170	k__Bacteria(100);p__Actinobacteria(82);c__Actinobacteria(82);o__Actinomycetales(82);o__Actinomycetales_unclassified(82);o__Actinomycetales_unclassified(82);o__Actinomycetales_unclassified(82);	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	o__Actinomycetales_unclassified	o__Actinomycetales_unclassified	o__Actinomycetales_unclassified
BacV5_Otu_000981	169	k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_000982	169	k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Bradyrhizobiaceae(100);g__Balneimonas(100);g__Balneimonas_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Balneimonas	g__Balneimonas_unclassified
BacV5_Otu_000983	169	k__Bacteria(100);p__Nitrospirae(100);c__Nitrospira(100);o__Nitrospirales(100);f__Nitrospiraceae(100);g__Nitrospira(100);g__Nitrospira_unclassified(100);	k__Bacteria	p__Nitrospirae	c__Nitrospira	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	g__Nitrospira_unclassified
BacV5_Otu_000984	169	k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__MIZ46(100);o__MIZ46_unclassified(100);o__MIZ46_unclassified(100);o__MIZ46_unclassified(100);	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__MIZ46	o__MIZ46_unclassified	o__MIZ46_unclassified	o__MIZ46_unclassified
