Ftrad_Otu_	Size	Taxonomy	k	p	c	o	f	g	s
Ftrad_Otu_00607	140	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	c__Dothideomycetes_unclassified	c__Dothideomycetes_unclassified	c__Dothideomycetes_unclassified	c__Dothideomycetes_unclassified
Ftrad_Otu_00608	139	k__Fungi(95);k__Fungi_unclassified(95);k__Fungi_unclassified(95);k__Fungi_unclassified(95);k__Fungi_unclassified(95);k__Fungi_unclassified(95);k__Fungi_unclassified(95);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00609	139	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(85);g__Bullera(85);s__Bullera_crocea(85);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00610	139	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00611	138	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(99);c__Sordariomycetes_unclassified(99);c__Sordariomycetes_unclassified(99);c__Sordariomycetes_unclassified(99);c__Sordariomycetes_unclassified(99);	k__Fungi	p__Ascomycota	c__Sordariomycetes	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified	c__Sordariomycetes_unclassified
Ftrad_Otu_00613	137	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Cystofilobasidiales(100);f__Mrakiaceae(100);g__Udeniomyces(98);s__Udeniomyces_pannonicus(98);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Udeniomyces	s__Udeniomyces_pannonicus
Ftrad_Otu_00614	137	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(92);g__Bullera(92);s__Bullera_crocea(92);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00615	137	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00616	136	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(96);g__Bullera(96);s__Bullera_crocea(96);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00618	136	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);s__Vishniacozyma_dimennae(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__Vishniacozyma_dimennae
Ftrad_Otu_00619	135	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Diatrypaceae(100);g__Peroneutypa(100);s__Peroneutypa_scoparia(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Diatrypaceae	g__Peroneutypa	s__Peroneutypa_scoparia
Ftrad_Otu_00620	135	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Nectriaceae(100);g__Ilyonectria(100);g__Ilyonectria_unclassified(98);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Ilyonectria	g__Ilyonectria_unclassified
Ftrad_Otu_00621	134	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Erythrobasidiales(98);f__Erythrobasidiales_fam_Incertae_sedis(86);g__Sakaguchia(86);g__Sakaguchia_unclassified(86);	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiales_fam_Incertae_sedis	g__Sakaguchia	g__Sakaguchia_unclassified
Ftrad_Otu_00622	134	k__Fungi(95);k__Fungi_unclassified(95);k__Fungi_unclassified(95);k__Fungi_unclassified(95);k__Fungi_unclassified(95);k__Fungi_unclassified(95);k__Fungi_unclassified(95);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00623	134	k__Rhizaria(100);p__Cercozoa(100);c__unclassified_Cercozoa(100);o__unclassified_Cercozoa(100);f__unclassified_Cercozoa(100);g__unclassified_Cercozoa(100);s__Cercozoa_sp(100);	k__Rhizaria	p__Cercozoa	c__unclassified_Cercozoa	o__unclassified_Cercozoa	f__unclassified_Cercozoa	g__unclassified_Cercozoa	s__Cercozoa_sp
Ftrad_Otu_00624	133	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Trichomeriaceae(100);f__Trichomeriaceae_unclassified(100);f__Trichomeriaceae_unclassified(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	f__Trichomeriaceae_unclassified	f__Trichomeriaceae_unclassified
Ftrad_Otu_00625	133	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Torulaceae(100);g__Torula(100);g__Torula_unclassified(58);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Torulaceae	g__Torula	g__Torula_unclassified
Ftrad_Otu_00626	133	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00627	132	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);f__Phaeosphaeriaceae_unclassified(98);f__Phaeosphaeriaceae_unclassified(98);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	f__Phaeosphaeriaceae_unclassified	f__Phaeosphaeriaceae_unclassified
Ftrad_Otu_00628	132	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	o__Pleosporales_unclassified	o__Pleosporales_unclassified	o__Pleosporales_unclassified
Ftrad_Otu_00629	132	k__Fungi(100);p__Ascomycota(100);c__Saccharomycetes(100);o__Saccharomycetales(100);f__Debaryomycetaceae(100);g__Debaryomyces(100);g__Debaryomyces_unclassified(78);	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Debaryomyces	g__Debaryomyces_unclassified
Ftrad_Otu_00630	131	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(52);g__Bullera(52);s__Bullera_crocea(52);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00631	131	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(98);o__Tremellales_unclassified(98);o__Tremellales_unclassified(98);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00632	130	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(73);o__Helotiales_unclassified(73);o__Helotiales_unclassified(73);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	o__Helotiales_unclassified	o__Helotiales_unclassified	o__Helotiales_unclassified
Ftrad_Otu_00633	130	k__Fungi(100);p__Basidiomycota(100);c__Pucciniomycetes(100);o__Platygloeales(100);f__Eocronartiaceae(100);g__Eocronartium(100);s__Eocronartium_sp(100);	k__Fungi	p__Basidiomycota	c__Pucciniomycetes	o__Platygloeales	f__Eocronartiaceae	g__Eocronartium	s__Eocronartium_sp
Ftrad_Otu_00634	129	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);p__Ascomycota_unclassified(97);	k__Fungi	p__Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
Ftrad_Otu_00635	129	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(99);o__Microbotryomycetes_ord_Incertae_sedis(99);f__Chrysozymaceae(99);g__Chrysozyma(96);g__Chrysozyma_unclassified(61);	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	g__Chrysozyma	g__Chrysozyma_unclassified
Ftrad_Otu_00636	129	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(63);o__Tremellales_unclassified(63);o__Tremellales_unclassified(63);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00637	129	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Auriculariales(100);f__Auriculariales_fam_Incertae_sedis(100);g__Heteroacanthella(100);s__Heteroacanthella_acanthophysa(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariales_fam_Incertae_sedis	g__Heteroacanthella	s__Heteroacanthella_acanthophysa
Ftrad_Otu_00638	129	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Caliciales(100);f__Physciaceae(100);g__Hyperphyscia(100);s__Hyperphyscia_adglutinata(100);	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Hyperphyscia	s__Hyperphyscia_adglutinata
Ftrad_Otu_00639	127	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Dioszegia(100);g__Dioszegia_unclassified(90);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Dioszegia	g__Dioszegia_unclassified
Ftrad_Otu_00640	127	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Erythrobasidiales(100);f__Erythrobasidiaceae(100);g__Bannoa(100);s__Bannoa_sp(100);	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Erythrobasidiales	f__Erythrobasidiaceae	g__Bannoa	s__Bannoa_sp
Ftrad_Otu_00641	127	k__Fungi(100);p__Ascomycota(100);c__Arthoniomycetes(100);c__Arthoniomycetes_unclassified(100);c__Arthoniomycetes_unclassified(100);c__Arthoniomycetes_unclassified(100);c__Arthoniomycetes_unclassified(100);	k__Fungi	p__Ascomycota	c__Arthoniomycetes	c__Arthoniomycetes_unclassified	c__Arthoniomycetes_unclassified	c__Arthoniomycetes_unclassified	c__Arthoniomycetes_unclassified
Ftrad_Otu_00642	127	k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);c__Agaricostilbomycetes_unclassified(100);c__Agaricostilbomycetes_unclassified(100);c__Agaricostilbomycetes_unclassified(100);c__Agaricostilbomycetes_unclassified(100);	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	c__Agaricostilbomycetes_unclassified	c__Agaricostilbomycetes_unclassified	c__Agaricostilbomycetes_unclassified	c__Agaricostilbomycetes_unclassified
Ftrad_Otu_00643	126	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Phaeosphaeria(100);s__Phaeosphaeria_triglochinicola(74);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	s__Phaeosphaeria_triglochinicola
Ftrad_Otu_00644	125	k__Fungi(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);k__Fungi_unclassified(99);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00645	125	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Lecanoraceae(100);g__Scoliciosporum(100);s__Scoliciosporum_umbrinum(100);	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Lecanoraceae	g__Scoliciosporum	s__Scoliciosporum_umbrinum
Ftrad_Otu_00646	125	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Chaetothyriales_fam_Incertae_sedis(100);g__Neophaeococcomyces(100);s__Neophaeococcomyces_catenatus(100);	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Chaetothyriales_fam_Incertae_sedis	g__Neophaeococcomyces	s__Neophaeococcomyces_catenatus
Ftrad_Otu_00647	125	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Cantharellales(100);f__Cantharellales_fam_Incertae_sedis(100);g__Sistotrema(99);s__Sistotrema_sp(90);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Sistotrema	s__Sistotrema_sp
Ftrad_Otu_00649	124	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Filobasidiaceae(100);g__Naganishia(100);s__Naganishia_onofrii(90);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	s__Naganishia_onofrii
Ftrad_Otu_00650	123	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Stachybotryaceae(100);g__Stachybotrys(100);s__Stachybotrys_chlorohalonata(100);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Stachybotrys	s__Stachybotrys_chlorohalonata
Ftrad_Otu_00651	123	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(100);g__Paralepista(100);s__Paralepista_flaccida(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Paralepista	s__Paralepista_flaccida
Ftrad_Otu_00653	122	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(87);g__Bullera(87);s__Bullera_crocea(87);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00654	122	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Glomerellales(100);f__Plectosphaerellaceae(100);g__Verticillium(100);s__Verticillium_dahliae(92);	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Verticillium	s__Verticillium_dahliae
Ftrad_Otu_00655	121	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Cantharellales(100);f__Cantharellales_fam_Incertae_sedis(100);g__Sistotrema(100);s__Sistotrema_sernanderi(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Sistotrema	s__Sistotrema_sernanderi
Ftrad_Otu_00657	121	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Lophiostomataceae(100);g__Lophiostoma(100);s__Lophiostoma_fuckelii(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Lophiostoma	s__Lophiostoma_fuckelii
Ftrad_Otu_00658	121	k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__Kondoaceae(100);f__Kondoaceae_unclassified(99);f__Kondoaceae_unclassified(99);	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Kondoaceae	f__Kondoaceae_unclassified	f__Kondoaceae_unclassified
Ftrad_Otu_00659	120	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Russulales(100);f__Stereaceae(100);g__Stereum(100);s__Stereum_rugosum(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Stereaceae	g__Stereum	s__Stereum_rugosum
Ftrad_Otu_00661	120	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);g__Leptospora(100);g__Leptospora_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Leptospora	g__Leptospora_unclassified
Ftrad_Otu_00662	120	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);	k__Fungi	p__Ascomycota	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified	p__Ascomycota_unclassified
Ftrad_Otu_00663	120	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(91);o__Tremellales_unclassified(91);o__Tremellales_unclassified(91);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	o__Tremellales_unclassified	o__Tremellales_unclassified	o__Tremellales_unclassified
Ftrad_Otu_00664	120	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Arthopyreniaceae(100);g__unclassified_Arthopyreniaceae(100);s__Arthopyreniaceae_sp(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Arthopyreniaceae	g__unclassified_Arthopyreniaceae	s__Arthopyreniaceae_sp
Ftrad_Otu_00665	119	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);o__Agaricales_unclassified(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	o__Agaricales_unclassified	o__Agaricales_unclassified	o__Agaricales_unclassified
Ftrad_Otu_00666	118	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);c__Tremellomycetes_unclassified(100);c__Tremellomycetes_unclassified(100);c__Tremellomycetes_unclassified(100);c__Tremellomycetes_unclassified(100);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	c__Tremellomycetes_unclassified	c__Tremellomycetes_unclassified	c__Tremellomycetes_unclassified	c__Tremellomycetes_unclassified
Ftrad_Otu_00667	117	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(57);g__Bullera(57);s__Bullera_crocea(57);	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Bullera	s__Bullera_crocea
Ftrad_Otu_00668	117	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Polyporales(100);f__Meruliaceae(100);g__Uncobasidium(100);s__Uncobasidium_sp(100);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Uncobasidium	s__Uncobasidium_sp
Ftrad_Otu_00669	117	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(78);o__Pleosporales_unclassified(78);o__Pleosporales_unclassified(78);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	o__Pleosporales_unclassified	o__Pleosporales_unclassified	o__Pleosporales_unclassified
Ftrad_Otu_00670	117	k__Fungi(71);k__Fungi_unclassified(71);k__Fungi_unclassified(71);k__Fungi_unclassified(71);k__Fungi_unclassified(71);k__Fungi_unclassified(71);k__Fungi_unclassified(71);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00671	117	k__Fungi(100);p__Rozellomycota(100);c__Rozellomycotina_cls_Incertae_sedis(100);o__GS08(100);f__unclassified_GS08(100);g__unclassified_GS08(100);s__GS08_sp(100);	k__Fungi	p__Rozellomycota	c__Rozellomycotina_cls_Incertae_sedis	o__GS08	f__unclassified_GS08	g__unclassified_GS08	s__GS08_sp
Ftrad_Otu_00672	116	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Tricholomataceae(51);g__Omphalina(51);s__Omphalina_mutila(51);	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Omphalina	s__Omphalina_mutila
Ftrad_Otu_00673	116	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Phaeosphaeriaceae(100);f__Phaeosphaeriaceae_unclassified(100);f__Phaeosphaeriaceae_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	f__Phaeosphaeriaceae_unclassified	f__Phaeosphaeriaceae_unclassified
Ftrad_Otu_00674	116	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Dictyosporiaceae(100);g__Pseudocoleophoma(100);g__Pseudocoleophoma_unclassified(100);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Dictyosporiaceae	g__Pseudocoleophoma	g__Pseudocoleophoma_unclassified
Ftrad_Otu_00675	116	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(99);f__Helotiaceae_unclassified(96);f__Helotiaceae_unclassified(96);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	f__Helotiaceae_unclassified	f__Helotiaceae_unclassified
Ftrad_Otu_00676	115	k__Rhizaria(100);p__Cercozoa(100);c__unclassified_Cercozoa(100);o__unclassified_Cercozoa(100);f__unclassified_Cercozoa(100);g__unclassified_Cercozoa(100);s__Cercozoa_sp(100);	k__Rhizaria	p__Cercozoa	c__unclassified_Cercozoa	o__unclassified_Cercozoa	f__unclassified_Cercozoa	g__unclassified_Cercozoa	s__Cercozoa_sp
Ftrad_Otu_00677	115	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);	k__Fungi	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified	k__Fungi_unclassified
Ftrad_Otu_00678	115	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Hyaloscyphaceae(100);g__Microscypha(100);s__Microscypha_sp(100);	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Microscypha	s__Microscypha_sp
Ftrad_Otu_00680	115	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Pleosporaceae(100);g__Curvularia(100);g__Curvularia_unclassified(96);	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Curvularia	g__Curvularia_unclassified
